keyword,title,texture,tsukurepo,クリームチーズ,砂糖,チーズ,マスカルポーネ,ココア,抹茶,苺,カステラ,ビスケット,子供,ヨーグルト,息子,娘,豆腐,使用,旨,クリーム,層,デザート,代用,本格,卵,コーヒー,スポンジ,ケーキ,控えめ,手軽,滑らか,挑戦,綺麗,笑,生クリーム,香り,バレンタイン,旦那,ヘルシー,おやつ,ソース,生地,子ども,見た目,感動,食感,子供達,バナナ,倍量,定番,豆乳,ゼラチン,たっぷり,牛乳,固め,もち,なめらか,ジャム,キャベツ,レンジ,鍋,ポン酢,弁当,フライパン,りんご,甘酒,カラメル,リンゴ
プリン,うちの豆乳プリン,"['なめらか', 'ぷるぷる', 'ぷるぷる', 'ぷるぷる', 'ぷるぷる', 'ぷるぷる', 'ぷるぷる', '柔らかい']",ブルーベリージャムをかけて食べました。柔らかい食感で甘さも控え目で美味しいです。作るのも簡単！ リピです！思い立ったらすぐできて美味しい今回はいちごのフルーツソースでいただきましたまた作ります！ 最近、牛乳より豆乳が安いので半々で購入しています自家製金柑ジャムと苺ジャムで頂きました！ジャムの違いで美味しさ楽しみ２倍ですね ぷるぷるでなめらかなプリン簡単にできて美味しい無調整豆乳使用で甘さ控えめに。フルーツソースが良く合いました♪また作ります！ アヲハタの甘さ控えめジャムをたっぷりのせましたぷるんぷるんでとっても美味しかったですレシピをありがとうございました！ プルプルでとても美味しいです！ジャムなしでも十分でした^_^ 簡単でおいしかったです！ 豆乳大好きで常備しています優しい甘さとプルルン食感に癒される～ジャムのフルーティさがベストマッチ☆簡単美味レシピ感謝です,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
プリン,簡単ごほうび豆乳プリン,"['つるっ', 'ぷるぷる', 'なめらか', '舌ざわり', '濃厚']",豆乳消費に倍量で作りました。カラメルなしですが美味しかったです♪フライパンで作れるので作りやすいです。 豆乳消費に作りました。型から外すのに少し失敗(._.) 味は、とても濃厚で美味しかったです！ 大豆製品が苦手なので豆乳プリンなら食べられるかと思ってトライしました。つるんと滑らかでとても美味しくできました。また作ります！ ぷるんと舌ざわり食感最高！簡単に作れて美味しいプリンは、こちらのレシピに決定！リピ決定！です 私の好きな固さのプリンで大満足♪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
プリン,新食感！簡単ゼリープリン,"['つるっ', 'なめらか', 'ぷるぷる', 'ぷるぷる']",プッチンプリンみたいで美味しかったです 豆乳で作り、生クリーム＆ヘーゼルナッツでトッピング♪美味しく、簡単かつヘルシー。素敵レシピありがとうございます。 粉ちゃんこんにちはプリン作ったよーテスト中の中3息子と一緒に。とても美味しいかったよ。のどこしつるんと火も使わず嬉しいおやつね 粉ちゃんおは～これ作ったよ砂糖無し練乳ラム酒入り、ほろ苦コーヒーソースのせで追加レシピのせていいかな～よろしく 子供のおやつにプルプルまさにゼリープリンという感じお砂糖→ラカントでもとっても美味しくできて子供も喜んでました プルプルでなめらか～仕上げにカラメルを蒸プリンは鍋から離れられないし此方は失敗知らずですね先日はリコッタプリン大感激でした,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
プリン,卵と牛乳のなめらか固めプリン,['もちもち'],火が強すぎたのかプツプツしてしまいましたが、味が好き！ 想像通りの固めプリンが出来ました。次回はカラメルも一緒に、また作りたいと思います 濃くて好みの固さで、最高でした。これは美味い！　リピートします。 もっちりしていて生クリーム使ってないのに美味しかった！ 牛乳の賞味期限が近づくとプリン作ろうってなりますモロゾフプリンのガラス容器で作るのも定番に買うより安いし安心安全,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
プリン,超絶固めプリン簡単！,"['しっかり', 'しっかり', 'なめらか', 'なめらか', 'ぷるぷる']","昔ながらの固めプリン、最高です。たまごのお味しっかりめです。ヘルシオの自動メニューで仕上げ。こだわりのレシピありがとうございます しっかり固め生地が美味しくて悶絶しました！もうプリンはこのレシピで決まりです♪ プルプルでとっても美味しかったです♪ まさに昔ながらの固めプリン固さも味も理想的且つなめらかでとても美味しかったですレシピありがとうお皿の上のカラメル多過ぎた プリンは固めが好きです。レシピありがとうございました。 プリンはやわらか、なめらかよりも、固めが大好き♪この固さ好きです！美味しい！！
また作りたいです(^-^)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0
プリン,大人が楽しむ、ビターな濃厚ココアプリン,"['しっかり', 'しっかり', '濃厚', '濃厚', '濃厚']",ビターで濃厚なお味！高校生男子が大絶賛美味しく頂きました★献立UPしました ココアが濃厚で、美味しいですね。 たくさん作りました。牛乳の大量消費でしたが、おいしかったです。 ほんとに濃厚でまるでチョコプリンですねリラックマ型に全部固めて、子どもたちと頂きました(  ) ココアの味がしっかり♪美味しかったです♪ ココアの味がしっかりして美味しかったです。高濃度カカオチョコのよう 牛乳200にゼラチン5で作ってみました！程よくビターで主人にも好評でした 簡単でおいしかったので、また作りますーー！,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プリン,オーブンで簡単♪基本のカスタードプリン,[],確実に美味しいプリンが作れます♪実家の両親にも食べてもらい、おいしいと言ってもらえました^ ^レシピをありがとうございます！ カラメルもレンジで出来て、簡単でした！！ 大きなプリンが作りたくて、ガラスの大きな耐熱容器で♪硬めで美味しい！そしてレンジでカラメルらくちんでした！ 大きな耐熱皿で作ったのと完成の焼き上がりがよく分からずトータル1時間焼きましたが上手に出来ました冷やして食べるのが楽しみです！ カラメル焼きすぎたけど初めてにしてはまあまあでした(笑) パウンドケーキの型で四角いプリンにしました。トッピングをクリームチーズにして、チーズケーキのようなさっぱりとした味にしました。 巣の心配まったくナシ！カラメルと合わせて丁度いいあまさでした 初めてプリン作りに挑戦しましたが、売り物のような味でした！簡単で美味しくて定期的に作りたいです！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0
プリン,喫茶店風！固めプリン,[],プリンを豆乳で作るのは初めてでしたが、とても美味しくできました！固めのプリンが好きなので満足です！リピします 懐かしい味。美味しくできました 大変美味しかったです…！大きい型で作ってもお皿に盛り付けたときに崩れないので、テーブルに出した時華やかに見えます。 1.5倍量で160° 80分焼きました。固めで美味しかったです！ 簡単美味しくできました◎ありがとございました！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
プリン,生クリーム不要！濃厚生チョコ風プリン,"['濃厚', '濃厚', '濃厚', '濃厚']","生クリーム不要で手軽に作れました。
濃厚で美味しかったです。
レシピ感謝です。 この美味しさふとまた恋しくなってリピ☆チョコ プリンで人気検索２位凄いこの濃厚さら流石チョコ好きさんだわ～笑　レシピ有難う♪ 初めて作りました。お砂糖は少し減らしましたが、とても美味しかったです。また作ります。 砂糖15gで作りましたが、すごく濃厚で美味しかったです。また作ります！ はぁ～思わず溜息が出ちゃう美味しさ前回のプリンと甲乙付け難く濃厚で大満足☆今回ブラックチョコだけど他のチョコでも試したいな",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プリン,フライパンとレンジで！簡単固めプリン☆,"['つるっ', 'つるっ']","急いでいたので、火力強めて少しすが入りましたが簡単で美味しかったです(^^) 簡単にできました。美味しかったです♪ サーモスのサーマルクッカーで作りました！家に常備の材料ですぐ出来て美味しかったです☆レシピありがとうございます☆ りぴ2回目です旦那さんお気に入りスイーツの一つになりました！夕飯作る横で簡単に食後デザート作れます! あまうま！ 美味しくできました～☆素敵レシピ感謝です！ 火力を弱めてリベンジしたいです味はとっても美味しかったです ちょっと甘いものが食べたいんだけど～って時に、めちゃおすすめのレシピです！ つるんつるんの、おいしいプリンができました
娘に一瞬で食べ尽くされてしまいました 自画自賛だけどほんと美味しい",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プリン,しっとり濃厚さつまいものプリンケーキ,['濃厚'],型が18センチ底が抜けないタイプしか持ってなかったけど、材料は倍量で作り大成功！飲めるスイートポテトみたい、家族に好評でした！ 感動の美味しさです！また作ります！ 余った大学芋を使いました。美味しかったです！ 美味しい 安納芋の甘さをいかしてお砂糖少量でも美味しかったです☆スイートポテトのようでした! 濃厚だけど優しい甘さで美味しかったです。とっても簡単！レシピありがとうございました！またリピートします。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プリン,レンジで簡単☆卵の風味たっぷりプリン,"['なめらか', 'なめらか']",すごくなめらかで美味しい！家にある材料で簡単にできて、感動でした！ 本格的なプリンがレンジでできるなんて嬉しいです。ウキウキしました。 丁寧でわかりやすいレシピで簡単おいしく最高です（≧∀≦）またします♪ 一瞬でできる手作りプリンぜひお試しあれ とってもなめらかなプリン*とても簡単で、ボウルひとつでできちゃいます*うちのレンジでは、500w３分でちょうどよい感じでした♪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
プリン,カスタードプリン,"['とろっ', 'なめらか', 'なめらか', '濃厚']",何度もリピートしてます。なめらかに仕上がりました。ありがとうございます。 昔ながらの素朴な味で美味しかったです。すが入らず出来て感動しました！ 息子が作ってくれました。お鍋ではうまく固まらなかったので、オーブンで焼いて仕上げましたが、とても濃厚で、美味しいプリンがでした! 固めでちょっと懐かしいカスタードプリンができました。私の求めていたプリンです なめらかでカラメルもほろ苦で、美味しく出来ました♪ リピしまーす^ ^      ありがとうございました。 とろとろで美味しかったです！また作ります♪,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0
プリン,イタリアンプリンの作り方 ,"['クリーミー', 'なめらか', 'なめらか', '濃厚']",クリーミーで美味しいです(*^^*) カラメルが更に美味しくしてくれてる！うまく出来ました。 焼き時間が長かったのかな？ぼこぼこしちゃいましたが、気になっていたイタリアンプリンが作れて大満足です 簡単で美味しかったです！ 材料がシンプルで作りやすいです。なめらかでとても美味しくできました。 濃厚でなめらかな口当たりでとても美味しかったです。 めっちゃ美味しかったです！両親にも大好評でした素敵レシピに感謝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
プリン,なめらかでコクが深い生クリームプリン,"['なめらか', 'なめらか']",なめらかで美味しいです 生クリームがあまりなにかないかなーとこちらのレシピをみて作りました。簡単にできて良かったです。 冷まし中です。食べるのが楽しみです♪ すも立たず、なめらかプリンが簡単にできました いつも失敗していたプリン、初めてかたまりました(^^)おいしくできました！ありがとうございます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
プリン,混ぜて焼くだけ♪イタリアンプリン,"['しっとり', '濃厚', '濃厚']","今回は２倍の量のホールで投稿します。おいしくて、何度リピートして焼いたことか！友人にも喜んでもらえて、料理上手と勘違いされてます もう一度作って！とリクエストされ、メロンプリンアラモードでお誕生祝いにしました♪やっぱり美味しい☆ 簡単なのに、めちゃくちゃ美味しかった！リピします。 生クリームなし！すごーく簡単！そして美味しい！！意外に重くなく、パクパク食べられてしまう…！！ 思ったより簡単でした。
プリンとチーズケーキを同時に味わえる
濃厚でおいしいです。 とっても簡単で失敗なしのレシピ！濃厚さとカラメルのほろ苦さがクセになります。 材料も少なく手順も簡単！実はこちらのレシピ２回目です。冷蔵庫で長く冷やすと、しっとり固くて美味しいのですが待ちきれず食べちゃう～ ベイクドチーズケーキとプリンの中間ですね。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
プリン,１歳半のおやつ☆ヨーグルトプリン☆,[],お家にある材料で簡単に美味しくできて嬉しいです^ ^サワーチェリーのソースをかけました♪ こんにちは！久々に作りました冷たくて美味しいねカレーを頂いて食後にピッタリ！フジポンさんのジャムON★本日献立UPしました 温かい部屋で冷たいデザート最高ですね！ヨーグルトでサッパリ美味ご馳走様でした★此方晴天気持ち良い朝です(^o^) ヨーグルトプリン優しい甘さですごく美味しかった^ ^消費したいリンゴたっぷり乗せで (*´∀｀人) 孫のために作ってみました。とても喜んで食べてくれました,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
プリン,ミキサーで！濃厚バナナプリン,"['しっかり', '濃厚', '濃厚']",スムージーにでもするしかないか、と思ってた過熟バナナが救われましたバナナの味がしっかり残るプリンなのでチョコソースでも合いそう カラメルとバナナ風味が合う！ケーキ以外のバナナ救済レシピも嬉しい カラメルソースがバナナの甘味を引き立てます♪家族に大好評でした♪ バナナの救済にぴったり！簡単でとても美味しい！！ とっても濃厚でおいしいバナナプリンができました 黒くなったバナナ救済で作りました。簡単でとても美味しかったです！ 濃厚バナナ簡単ミキサーだけ？信じらないとても美味しい御馳走様3Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
プリン,簡単！濃い～ふるふる牛乳プリン,"['ふるふる', 'ぷるぷる', '濃厚']","ぷるぷる美味しくできました。半分は苺ジャムをのせて食べました。苺ジャムも合います！ 食感が気に入りました。ブルーベリーソースも爽やか！ 簡単にできました！お砂糖代わりに蜂蜜混ぜたからか優しい味に…w たしかに！牛乳でふやかせば100％！気づかなかった ゼラチンを牛乳でふやかすので、牛乳100%のほんとに濃いプリンですね。とっても美味しいです♪そしてとっても簡単でした！ 子供のリクエストで。いいレシピありがとうございます♪ 凄くふるふる濃厚でおいしく頂きました！
 賞味期限が迫った牛乳の消費に。美味しいと、子供達にも好評です!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プリン,簡単　抹茶のプリン,"['なめらか', '濃厚']","おやつおやつ～
キンキンに冷えてるの二層にもきちんと分かれました美味しみかかめちゃん追いでした～ 連休中のデザートで頂き二層になりました抹茶の苦みと牛乳の甘味が良いねさっぱりして美味しかった～♪まだ暑いね感謝♪ 半量で作りました。簡単に作れて良いですね。次はもっと甘くしたい。 mariさん♪いつも心温まるれぽ有難う此方ずっと気になっていて朝出勤前に作り半日仕事後の楽しみに頂きました娘も大絶賛です 大好きな抹茶！濃厚でなめらかですっごく美味しかったですいつも美味しそうなお弁当レポ楽しみです。お弁当のお仲間&ブログ紹介感謝 美味しかったです(*^^*)",0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0
プリン,フライパンでOK！卵1コの簡単豆乳プリン,['なめらか'],"初めて作りましたー！私も200Wじゃ固まらず、、。追加で400W2分したら良い感じ～！美味しくいただきました！ありがとうです♪ 初めて、豆乳で作りました。牛乳と、あまり変わらないです。美味しかったです。 なめらかにできました！甘さ控えめでおいしかったです！メープルシロップをカラメルがわりにかけたかったけど切れていて残念！ 美味しかったです！ あっさり美味。
すぐに作れていいですね。 本当に簡単で美味しいプリンでした。特権の熱々プリンも頂きました。",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
プリン,混ぜるだけ簡単プリン(ゼラチン使用),"['なめらか', 'なめらか', 'ぷるぷる', 'まったり']",砂糖はいれずにジャムとアイスを上乗せ。卵を入れると豆乳の匂い感じない！次女はだし醤油で。まったりした卵豆腐な感じでした(^.^) アーモンドミルクで。砂糖に黒糖混ぜました。簡単でプルプル美味しかったです。 なめらか～ 半端な牛乳を使い切りたくて500ccでもいけました。 簡単なめらかいい感じのゆるさでおいしかったです！毎日でも作れそう。レシピありがとうございます。 また、リピートします,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
プリン,簡単おやつ☆5分でプリン風ケーキ♪フラン,['ぷるぷる'],"6歳の息子と一緒に簡単作れました！ありがとうございます 食べたいと思ったときにすぐ作れてすぐ食べれる。簡単で失敗知らず！ソースを工夫したらもっと楽しめるかも。 とても簡単！どこか懐かしい味(´ω`)おうち時間に簡単スイーツが作れるのは良いですね！ お弁当用タッパーに少し取り分けて。デザートにいつも悩むので、簡単レシピに感謝です。 作ってみました！！とっても美味しいです。でも、何回作っても皆様みたいに綺麗にならず子供がプリン苦手なので父が独占で食べました！ ぷるぷるデザートが簡単にできるんですね♪
楽しく作りました♪ プリンより簡単に美味しいプリン風ケーキができ驚きです♪おいし～☆",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
プリン,牛乳でオレオinバナナプリン,"['しっかり', 'とろっ', 'とろん', 'まったり']",バナナ消費にバナナプリン！いいですね～想像以上のとろとろ生クリーム・卵なしでコスパ最強！ まだデコってないけど  今からチョコクリームとオレオで可愛くします。 オレオなく(泣)ポッキー添えて食べました;プリン絶品でした♪ リピトロンとしたまったりプリンが美味しくて(^-^)甘さもしっかりあるしもう一つ食べたくなる美味しさに今日も家族大絶賛有難う 完熟バナナの甘みがとても引き立つぷりんです。 リピーターになりました！ 熟したバナナの甘さもプリンのプル②も美味しい～yesmamaさん塩クリームのせ更に甘さ感じながら少し早い休日おやつタイム満喫感謝,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プリン,ねっとり濃厚☆チーズプリン,"['なめらか', 'ねっとり', '濃厚', '濃厚', '濃厚']",牛乳ばかりでためしました！チーズケーキのようになりました！ 簡単で濃厚で美味しい！こんなプリン作りたかった！！自分で甘さを調整してみました！ イタリアンプリンを初めて作りました！濃厚で固めのねっとり食感か美味しかったです！何より簡単！ありがとうございます。 濃厚でカラメルもいい感じでした。裏ごししたけどなめらかさはあんまりかな。味は美味しい^_^ カラメル作るの苦手だったのですが上手く出来ました！！一日でなくなっちゃいました 簡単にできました。カラメルに味が濃くて思ったほどチーズの風味が強くなかったですが、家族に好評でした。 ミラノプリンみたいで好み！1.5倍なので温度上げ、砂糖は2/3で 型はずしがちょっと難しかったけれど、美味しく出来ました。甘さもちょうど良くて大好評！,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0
プリン,フライパンで☆簡単なめらか旨プリン☆,"['なめらか', 'ぷるぷる', 'ぷるぷる', 'ぷるぷる']","上手に蒸し上がりました。カラメル作って食べるのが楽しみです♪ フライパンが厚めだったので、様子を見ながら弱火の時間を多めに。すが入らずにできました。次はバニラエッセンスを入れてみます！ 火が消えてることに気付かず再加熱。素が入ってしまった…次は頑張る ホント簡単で、分かりやすい分量☆おいしく出来ました♪ こんなに簡単に美味しいプリンができるとは～！！感動しました！砂糖を減らして子供達もパクパク喜んで食べてました 材料参考にさせて頂きました♪ありがとうございます なめらかー
ぷるんぷるんー
何これ！",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
プリン,イタリアンプリン　ゼラチンなし！,"['濃厚', '濃厚']",食べた事なかったのですが材料が揃っていたのでレシピ参考に作らせて頂きました何とと超絶旨過ぎて驚感動！作って良かった感謝です カラメル失敗しちゃいましたが美味しかったです。 あまり綺麗にできなかったけど味はとっても美味しかったです 息子のいいね！いただきました。イタリア人お父さんもこんなうまいプリン初めてって言ってます。 カラメルがうまく行かなかった(T . T)濃厚で美味しかったです 美味しくできました！ 固すぎず、柔らかすぎず、完璧なレシピをありがとうございます。イタリア人のお友達夫婦が遊びにきた時、是非作りたいと思います！ 美味しくできました。 コンビニのは食べた事ないけどコチラ濃厚美味しい(>∀<)ご馳走様,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
プリン,しっかり固めカスタードプリン,['なめらか'],60分でできました滑らかで子供も喜んでくれました(≧∀≦) 少しずつ食べて日々の楽しみにします 簡単に出来ました。ほろ苦キャラメル効いてて美味しいです。入れ物が大きくって薄くなったけど好評でした。 あとは冷やして食べるのみ　カラメルの代わりにメープルシロップで 美味しい(*´∀｀) うっかり湯煎を忘れ、固まらず焦りましたが、湯煎したらきれいに焼けました。娘が主人の誕生日に作りました。とても美味しく出来ました。 やったー！美味しい！ たっぷりのカラメルが美味しい！甘さもちょうどよかったです。大きなプリンに子供達大喜びでした！,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
プリン,めちゃうま☆プリンケーキ,[],４歳の息子の誕生日に(*^_^*)！！簡単で美味しく出来ましたリピート確定です！！ 素敵なレシピありがとうございます上手く出来ました！ 2歳の誕生日ケーキにしました☆美味しかったです！スポンジ部分が少し固めでした、粉混ぜる時に混ぜ過ぎたのか、、また作ります♪ 牛乳を豆乳とアーモンドミルクに替えて作りました♪ すごく美味しくて大満足です。 綺麗に焼けました♪味も固さもスポンジとの割合もとてもバランスよく美味しかったです♪,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
プリン,簡単☆牛乳と卵だけ！昔ながらの固めプリン,[],材料が少なくて簡単にできたのでよかったです！少し長めに加熱して固めで作りました！また作ります わかりやすい！カラメル飛び跳ね注意や鍋はすぐ洗うの気遣い嬉しかったです。フライパンの蒸し時間も記載通り(私は長く蒸してしまった) 美味しくできました！ありがとうございます♪ 硬めのプリンが作りたかったので満足です！ 家事の合間に簡単にでき、美味しかった♪♪ めっちゃ神戸のモロゾフのプリンや！！ばり再現できてる！めっちゃ美味しい！！！ クリームがあまったのでカラメルの代用で使いました！ 鍋で蒸してみました キャラメルはレンチンして作りました～,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0
プリン,超絶簡単♪フライパンでプリン,[],"超簡単ですね。すも入らないし。紅茶ゼリーを載せました。 簡単に美味しくできました。
ありがとうございます。 私でも簡単に美味しくつくれました。有難うございます。 もう買いません(笑)必ず家にある材料なのでさいこーです ちょっびり加熱しすぎましたがおいしくでしました！ 凄く簡単に失敗なく出来ました(*^^*)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プリン,イタリアンプリン,[],アレンジごめんなさいm(__)mマスカルポーネ救済りぴしました(^_^)簡単なのに本格的プリン★あまり固くないので大好きです 実は3回目。少し柔らかめで甘めなのですが砂糖を減らして。家族に大好評だったのでお世話になってる友達にもプレゼントです 少し巣が入りましたがとっても美味しい～(*´∇｀*) 豆乳で作りました！カラメルタブレットの跡が気になる… 何度もリピしてます。生クリーム無しですが、本格派！毎回、家族に喜ばれます！ 全卵使用で無駄がない！,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
